Title;Year;Age;IMDb;Rotten Tomatoes;Netflix;Hulu;Prime Video;Disney+
The Bob Newhart Show;1972;0;8,1;62;Não tem;Tem;Não tem;Não tem
General Hospital;1963;16+;6,5;62;Não tem;Tem;Não tem;Não tem
Lupin the Third;1971;16+;7,9;62;Não tem;Tem;Não tem;Não tem
Charlotte;2015;16+;7,6;62;Não tem;Tem;Não tem;Não tem
Mr. Mayor;2021;16+;6,3;62;Não tem;Tem;Não tem;Não tem
Murder in the First;2014;18+;7,3;62;Não tem;Tem;Não tem;Não tem
Jersey Shore: Family Vacation;2018;16+;6,6;62;Não tem;Tem;Não tem;Não tem
Family Matters;1989;0;6,6;62;Não tem;Tem;Não tem;Não tem
24: Legacy;2017;16+;6,2;62;Não tem;Tem;Não tem;Não tem
American Ninja Warrior;2009;7+;6,8;62;Não tem;Tem;Não tem;Não tem
Seraph of the End;2015;13+;7,5;62;Não tem;Tem;Não tem;Não tem
Brickleberry;2012;18+;7,3;62;Não tem;Tem;Não tem;Não tem
Ghosted;2017;7+;6,3;62;Não tem;Tem;Não tem;Não tem
Saving Hope;2012;16+;7,5;62;Não tem;Tem;Não tem;Não tem
Married at First Sight;2014;7+;6,2;61;Não tem;Tem;Tem;Não tem
The Voice;2011;7+;6,5;61;Não tem;Tem;Não tem;Não tem
Wings;1990;7+;7,2;61;Não tem;Tem;Não tem;Não tem
American Pickers;2010;7+;7;61;Não tem;Tem;Não tem;Não tem
Nightwatch;2015;16+;8,8;61;Não tem;Tem;Tem;Não tem
Gold Rush;2010;7+;7,3;61;Não tem;Tem;Não tem;Não tem
The Riches;2007;18+;7,8;61;Não tem;Tem;Não tem;Não tem
Lark Rise to Candleford;2008;7+;8,1;61;Não tem;Tem;Não tem;Não tem
Stan Against Evil;2016;16+;7,3;61;Não tem;Tem;Não tem;Não tem
Homicide Hunter: Lt Joe Kenda;2011;16+;8,8;61;Não tem;Tem;Não tem;Não tem
RuPaul's Drag Race: Untucked;2010;16+;7,8;61;Não tem;Tem;Não tem;Não tem
The Carmichael Show;2015;7+;7,7;61;Não tem;Tem;Não tem;Não tem
Moone Boy;2012;16+;8,1;61;Não tem;Tem;Não tem;Não tem
Tyler Perry's The Haves and the Have Nots;2013;16+;6;61;Não tem;Tem;Não tem;Não tem
Perfect Strangers;1986;7+;7,2;61;Não tem;Tem;Tem;Não tem
The Practice;1997;16+;7,7;61;Não tem;Tem;Não tem;Não tem
Light as a Feather;2018;16+;6,6;61;Não tem;Tem;Não tem;Não tem
Burden of Truth;2018;16+;7,3;61;Não tem;Tem;Não tem;Não tem
Mister Ed;1961;0;7;61;Não tem;Tem;Não tem;Não tem
Kamisama Kiss;2012;7+;8,1;61;Não tem;Tem;Não tem;Não tem
Mike Tyson Mysteries;2014;16+;8,1;61;Não tem;Tem;Não tem;Não tem
American Gladiators;1988;7+;6,5;61;Não tem;Tem;Não tem;Não tem
My Life as a Teenage Robot;2003;0;6,9;60;Não tem;Tem;Não tem;Não tem
Felicity;1998;16+;6,8;60;Não tem;Tem;Não tem;Não tem
Expedition Unknown;2015;7+;8,2;60;Não tem;Tem;Não tem;Não tem
Rosewood;2015;16+;6,7;60;Não tem;Tem;Não tem;Não tem
The Guardian;2001;7+;7,4;60;Não tem;Tem;Tem;Não tem
Jeremiah;2002;18+;7;60;Não tem;Tem;Tem;Não tem
The Secret of Skinwalker Ranch;2020;7+;6,1;60;Não tem;Tem;Não tem;Não tem
Dharma & Greg;1997;16+;6,3;60;Não tem;Tem;Não tem;Não tem
The Real Housewives of Beverly Hills;2010;16+;5,1;60;Não tem;Tem;Não tem;Não tem
The Fall Guy;1981;16+;7;60;Não tem;Tem;Não tem;Não tem
Sealab 2021;2000;16+;7,9;60;Não tem;Tem;Tem;Não tem
The Incredible Dr. Pol;2011;7+;8,6;60;Não tem;Tem;Não tem;Tem
Whose Line Is It Anyway? (UK);1988;7+;8,2;60;Não tem;Tem;Não tem;Não tem
The Fruit of Grisaia;2014;18+;7,1;60;Não tem;Tem;Não tem;Não tem
St. Elsewhere;1982;7+;7,9;60;Não tem;Tem;Não tem;Não tem
Ben 10: Omniverse;2012;7+;6;60;Não tem;Tem;Não tem;Não tem
Naked and Afraid;2013;16+;6,6;60;Não tem;Tem;Não tem;Não tem
Woke;2020;18+;6,4;60;Não tem;Tem;Não tem;Não tem
Mr. Pickles;2014;18+;7,4;60;Não tem;Tem;Não tem;Não tem
The Moodys;2019;16+;6,8;60;Não tem;Tem;Não tem;Não tem
Being Erica;2009;16+;7,5;60;Não tem;Tem;Tem;Não tem
Dual Survival;2010;16+;7,5;60;Não tem;Tem;Não tem;Não tem
Dimension 404;2017;16+;6,6;60;Não tem;Tem;Não tem;Não tem
Diff'rent Strokes;1978;0;6,6;60;Não tem;Tem;Não tem;Não tem
Bad Banks;2018;7+;7,9;60;Não tem;Tem;Não tem;Não tem
Kojak;1973;16+;7,1;60;Não tem;Tem;Não tem;Não tem
Robin of Sherwood;1984;7+;8,5;60;Não tem;Tem;Tem;Não tem
Ranma Â½;1989;16+;7,9;60;Não tem;Tem;Não tem;Não tem
McLeod's Daughters;2001;16+;7,2;60;Não tem;Tem;Não tem;Não tem
Life Below Zero;2013;7+;8;60;Não tem;Tem;Não tem;Tem
mixed-ish;2019;7+;6,2;60;Não tem;Tem;Não tem;Não tem
Mountain Men;2012;7+;7,3;60;Não tem;Tem;Não tem;Não tem
Baywatch;1989;7+;5,3;60;Não tem;Tem;Tem;Não tem
Shut Eye;2016;18+;7,3;59;Não tem;Tem;Não tem;Não tem
Dietland;2018;18+;6,5;59;Não tem;Tem;Não tem;Não tem
Yona of the Dawn;2014;16+;8,1;59;Não tem;Tem;Não tem;Não tem
The Hustler;2021;7+;7,7;59;Não tem;Tem;Não tem;Não tem
Man v. Food;2008;0;7,3;59;Não tem;Tem;Não tem;Não tem
Teen Titans Go!;2013;7+;5,4;59;Não tem;Tem;Não tem;Não tem
Designing Women;1986;7+;7,1;59;Não tem;Tem;Não tem;Não tem
Into the Dark;2018;18+;6,4;59;Não tem;Tem;Não tem;Não tem
Mobile Suit Gundam Wing;2000;13+;8,1;59;Não tem;Tem;Não tem;Não tem
Damien;2016;16+;6,9;59;Não tem;Tem;Não tem;Não tem
Mistresses;2013;16+;7,1;59;Não tem;Tem;Não tem;Não tem
The Lord of the Skies;2013;16+;6,8;59;Não tem;Tem;Não tem;Não tem
Snow White with the Red Hair;2015;16+;7,8;59;Não tem;Tem;Não tem;Não tem
The Masked Singer;2019;7+;6;59;Não tem;Tem;Não tem;Não tem
Danganronpa: The Animation;2013;18+;6,9;59;Não tem;Tem;Não tem;Não tem
Hellsing;2001;18+;7,9;59;Não tem;Tem;Não tem;Não tem
Fate/stay night;2006;18+;7,3;59;Não tem;Tem;Não tem;Não tem
Uncle;2014;16+;7,9;59;Não tem;Tem;Não tem;Não tem
Deadly Women;2005;16+;8;59;Não tem;Tem;Tem;Não tem
Ironside;1967;7+;6,9;59;Não tem;Tem;Não tem;Não tem
D.Gray-man;2006;16+;7,7;59;Não tem;Tem;Não tem;Não tem
Space Dandy;2014;16+;8,1;59;Não tem;Tem;Não tem;Não tem
Songland;2019;7+;8;59;Não tem;Tem;Não tem;Não tem
Running Wild with Bear Grylls;2014;7+;7,7;59;Não tem;Tem;Não tem;Tem
Living Single;1993;7+;7,5;59;Não tem;Tem;Não tem;Não tem
My 600-lb Life;2012;16+;6,6;59;Não tem;Tem;Não tem;Não tem
Naked and Afraid XL;2015;16+;7,4;59;Não tem;Tem;Não tem;Não tem
Popeye the Sailor;1960;0;7,1;59;Não tem;Tem;Não tem;Não tem
The Thundermans;2013;0;5,8;59;Não tem;Tem;Não tem;Não tem
90 Day FiancÃ©;2014;16+;6,4;59;Não tem;Tem;Não tem;Não tem
Duck Dynasty;2012;7+;6,2;59;Não tem;Tem;Não tem;Não tem
No Man's Land;2020;16+;7,7;59;Não tem;Tem;Não tem;Não tem
Upstairs Downstairs;2010;7+;7,4;59;Não tem;Tem;Não tem;Não tem
The Bastard Executioner;2015;18+;6,2;59;Não tem;Tem;Não tem;Não tem
The Food That Built America;2019;7+;8,5;59;Não tem;Tem;Não tem;Não tem
Star;2016;16+;6,7;59;Não tem;Tem;Não tem;Não tem
Saving Grace;2007;18+;7,6;59;Não tem;Tem;Não tem;Não tem
Full Metal Panic!;2002;16+;7,7;58;Não tem;Tem;Não tem;Não tem
America's Funniest Home Videos;1989;7+;6,2;58;Não tem;Tem;Não tem;Tem
Log Horizon;2013;16+;7,7;58;Não tem;Tem;Não tem;Não tem
Son of Zorn;2016;16+;6,8;58;Não tem;Tem;Não tem;Não tem
Him & Her;2010;16+;7,8;58;Não tem;Tem;Não tem;Não tem
World Trigger;2014;16+;7,5;58;Não tem;Tem;Não tem;Não tem
Clarence;2014;7+;6,6;58;Não tem;Tem;Não tem;Não tem
Kenan;2021;7+;5,6;58;Não tem;Tem;Não tem;Não tem
Mayo Chiki!;2011;18+;7;58;Não tem;Tem;Não tem;Não tem
Haven't You Heard? I'm Sakamoto;2016;16+;7,2;58;Não tem;Tem;Não tem;Não tem
Hard Sun;2018;18+;6,6;58;Não tem;Tem;Não tem;Não tem
Dance Moms;2011;7+;4,7;58;Não tem;Tem;Não tem;Não tem
Gordon Ramsay's 24 Hours to Hell and Back;2018;16+;7,3;58;Não tem;Tem;Não tem;Não tem
X Company;2015;16+;7,7;58;Não tem;Tem;Não tem;Não tem
Step by Step;1991;0;6,5;58;Não tem;Tem;Não tem;Não tem
Housebroken;2021;16+;5,9;58;Não tem;Tem;Não tem;Não tem
Jimmy Kimmel Live!;2003;16+;6,5;58;Não tem;Tem;Não tem;Não tem
The Cleveland Show;2009;16+;5,5;58;Não tem;Tem;Não tem;Não tem
Dice;2016;18+;7,5;58;Não tem;Tem;Não tem;Não tem
Primeval: New World;2012;16+;6,6;58;Não tem;Tem;Não tem;Não tem
7th Heaven;1996;7+;5,2;58;Não tem;Tem;Tem;Não tem
Cutthroat Kitchen;2013;0;7,3;58;Não tem;Tem;Não tem;Não tem
Married;2014;18+;7,1;58;Não tem;Tem;Não tem;Não tem
Land of Honor;2014;16+;8;58;Não tem;Tem;Não tem;Não tem
The UnXplained;2019;16+;7,3;58;Não tem;Tem;Não tem;Não tem
Deadbeat;2014;16+;7,4;58;Não tem;Tem;Não tem;Não tem
Alone Together;2018;16+;6,5;58;Não tem;Tem;Não tem;Não tem
Chivalry of a Failed Knight;2015;18+;7,4;58;Não tem;Tem;Não tem;Não tem
Intruders;2014;18+;6,7;58;Não tem;Tem;Tem;Não tem
Kimi ni Todoke: From Me to You;2009;0;7,8;58;Não tem;Tem;Não tem;Não tem
WWE Friday Night SmackDown;1999;7+;7,3;58;Não tem;Tem;Não tem;Não tem
Coronation Street;1960;7+;5,6;58;Não tem;Tem;Não tem;Não tem
Dirty Sexy Money;2007;7+;7,2;58;Não tem;Tem;Não tem;Não tem
Kenichi: The Mightiest Disciple;2006;16+;8,2;58;Não tem;Tem;Tem;Não tem
Archangel;2005;18+;6,5;58;Não tem;Tem;Não tem;Não tem
Persona 4 The Animation;2011;7+;7,6;58;Não tem;Tem;Não tem;Não tem
Melrose Place;1992;16+;5,8;57;Não tem;Tem;Tem;Não tem
SHIMONETA: A Boring World Where the Concept of Dirty Jokes Doesn't Exist;2015;18+;7;57;Não tem;Tem;Não tem;Não tem
Restaurant: Impossible;2011;0;6,9;57;Não tem;Tem;Não tem;Não tem
Alias Smith and Jones;1971;7+;7,6;57;Não tem;Tem;Não tem;Não tem
Justice League Action;2016;7+;7,6;57;Não tem;Tem;Não tem;Não tem
Packed to the Rafters;2008;18+;7,4;57;Não tem;Tem;Não tem;Não tem
Oh My Venus;2015;16+;7,8;57;Não tem;Tem;Não tem;Não tem
Banished;2015;18+;7,4;57;Não tem;Tem;Tem;Não tem
Bizarre Foods with Andrew Zimmern;2006;7+;7,7;57;Não tem;Tem;Não tem;Não tem
Blood Blockade Battlefront;2015;18+;7,3;57;Não tem;Tem;Não tem;Não tem
Curious George;2006;0;7,2;57;Não tem;Tem;Não tem;Não tem
Guilty Crown;2011;16+;7,1;57;Não tem;Tem;Não tem;Não tem
Outlaw Star;1998;16+;7,9;57;Não tem;Tem;Não tem;Não tem
The Real Housewives of New York City;2008;16+;4,5;57;Não tem;Tem;Não tem;Não tem
Storage Wars;2010;7+;6,3;57;Não tem;Tem;Tem;Não tem
Bluff City Law;2019;16+;6,8;57;Não tem;Tem;Não tem;Não tem
Bad Girls Club;2006;16+;4,7;57;Não tem;Tem;Não tem;Não tem
McHale's Navy;1962;0;7,4;57;Não tem;Tem;Não tem;Não tem
Doogie Howser, M.D.;1989;7+;6,5;57;Não tem;Tem;Não tem;Não tem
House Hunters International;2006;0;7;57;Não tem;Tem;Não tem;Não tem
Shark;2006;16+;7,1;57;Não tem;Tem;Não tem;Não tem
Sasquatch;2021;18+;6,2;57;Não tem;Tem;Não tem;Não tem
The Electric Company;1971;0;8,1;57;Não tem;Tem;Tem;Não tem
Akudama Drive;2020;18+;7,5;57;Não tem;Tem;Não tem;Não tem
Love & Hip Hop Atlanta;2012;16+;5,5;57;Não tem;Tem;Não tem;Não tem
Alaska: The Last Frontier;2011;16+;7,7;57;Não tem;Tem;Não tem;Não tem
Sonic Boom;2014;7+;6,9;57;Não tem;Tem;Não tem;Não tem
Graves;2016;18+;6,6;57;Não tem;Tem;Não tem;Não tem
Locked Up Abroad;2008;16+;8,2;56;Não tem;Tem;Não tem;Não tem
School Rumble;2004;7+;7,8;56;Não tem;Tem;Não tem;Não tem
Princess Tutu;2002;16+;8,1;56;Não tem;Tem;Tem;Não tem
Date a Live;2013;16+;7;56;Não tem;Tem;Não tem;Não tem
Devil May Cry;2007;16+;7,1;56;Não tem;Tem;Não tem;Não tem
MasterChef Junior;2013;0;6,7;56;Não tem;Tem;Não tem;Não tem
Utopia Falls;2020;7+;5,4;56;Não tem;Tem;Não tem;Não tem
Fear Factor;2001;7+;5,6;56;Não tem;Tem;Não tem;Não tem
Hellevator;2015;18+;6,1;56;Não tem;Tem;Não tem;Não tem
Aesthetica of a Rogue Hero;2012;18+;7,1;56;Não tem;Tem;Não tem;Não tem
Drugs, Inc.;2010;16+;7,8;56;Não tem;Tem;Não tem;Não tem
Pure;2017;18+;7;56;Não tem;Tem;Não tem;Não tem
Dr. Pimple Popper;2018;16+;6,6;56;Não tem;Tem;Não tem;Não tem
The Biggest Loser;2004;7+;5,4;56;Não tem;Tem;Não tem;Não tem
Filthy Rich;2020;16+;6,2;56;Não tem;Tem;Não tem;Não tem
Grimgar of Fantasy and Ash;2016;16+;7,4;56;Não tem;Tem;Não tem;Não tem
Bless the Harts;2019;16+;5,4;56;Não tem;Tem;Não tem;Não tem
Celebrity Family Feud;2008;7+;6,3;56;Não tem;Tem;Não tem;Não tem
xxxHOLiC;2006;16+;7,7;56;Não tem;Tem;Não tem;Não tem
Paradox;2009;16+;7;56;Tem;Tem;Tem;Não tem
Worst Cooks in America;2010;0;6,4;56;Não tem;Tem;Não tem;Não tem
Keeping Up with the Kardashians;2007;16+;2,8;56;Não tem;Tem;Não tem;Não tem
Blossom;1990;0;6;56;Não tem;Tem;Não tem;Não tem
Taste the Nation with Padma Lakshmi;2020;16+;8,4;56;Não tem;Tem;Não tem;Não tem
Digimon Tamers;2001;7+;7,7;56;Não tem;Tem;Não tem;Não tem
BOFURI: I Donâ€™t Want to Get Hurt, so Iâ€™ll Max Out My Defense.;2020;16+;7,5;56;Não tem;Tem;Não tem;Não tem
Cake Boss;2009;7+;6,6;56;Não tem;Tem;Não tem;Não tem
Tyler Perry's If Loving You Is Wrong;2014;16+;5,8;56;Não tem;Tem;Não tem;Não tem
Plastic Memories;2015;16+;7,4;56;Não tem;Tem;Não tem;Não tem
Love It or List It;2008;0;6,3;56;Não tem;Tem;Não tem;Não tem
Dragnet;1967;7+;7,5;56;Não tem;Tem;Não tem;Não tem
Say "I Love You.";2012;16+;7,4;56;Não tem;Tem;Não tem;Não tem
Rev.;2010;16+;7,9;56;Não tem;Tem;Não tem;Não tem
Axe Cop;2013;18+;7,4;56;Não tem;Tem;Não tem;Não tem
The Secret Life of the American Teenager;2008;16+;5;55;Não tem;Tem;Não tem;Não tem
Extreme Ghostbusters;1997;7+;6,9;55;Não tem;Tem;Não tem;Não tem
OK K.O.! Let's Be Heroes;2017;7+;7;55;Não tem;Tem;Não tem;Não tem
é ­æ–‡å­—D First Stage;1998;7+;8,4;55;Não tem;Tem;Não tem;Não tem
The Firm;2012;16+;7,1;55;Não tem;Tem;Tem;Não tem
The Titan Games;2019;0;7;55;Não tem;Tem;Não tem;Não tem
Attack on Titan: Junior High;2015;16+;7,1;55;Não tem;Tem;Não tem;Não tem
To Love-Ru;2008;18+;6,9;55;Não tem;Tem;Não tem;Não tem
Rosario + Vampire;2008;18+;7;55;Não tem;Tem;Não tem;Não tem
All Saints;1998;16+;7,1;55;Não tem;Tem;Não tem;Não tem
Fast N' Loud;2012;16+;7,5;55;Não tem;Tem;Não tem;Não tem
Upper Middle Bogan;2013;16+;7,9;55;Não tem;Tem;Não tem;Não tem
Toilet-Bound Hanako-kun;2020;16+;7,6;55;Não tem;Tem;Não tem;Não tem
Barbarians Rising;2016;18+;7,8;55;Não tem;Tem;Não tem;Não tem
Silk Stalkings;1991;16+;6,6;55;Não tem;Tem;Não tem;Não tem
Match Game;1973;7+;8,3;55;Não tem;Tem;Tem;Não tem
The Most Dangerous Animal of All;2020;16+;6,3;55;Não tem;Tem;Não tem;Não tem
Arifureta: From Commonplace to World's Strongest;2019;16+;7;55;Não tem;Tem;Não tem;Não tem
Renegade;1992;16+;6;55;Não tem;Tem;Não tem;Não tem
Disappeared;2009;7+;8;55;Não tem;Tem;Não tem;Não tem
My Favorite Martian;1963;0;7,3;55;Não tem;Tem;Não tem;Tem
Wise Manâ€™s Grandchild;2019;16+;6,8;55;Não tem;Tem;Não tem;Não tem
The Slap;2015;16+;7,6;55;Não tem;Tem;Tem;Não tem
90 Day FiancÃ©: Before the 90 Days;2017;16+;6,8;55;Não tem;Tem;Não tem;Não tem
Love Thy Neighbor;2013;7+;4,4;55;Não tem;Tem;Não tem;Não tem
Infinite Stratos;2011;18+;6,7;55;Não tem;Tem;Não tem;Não tem
A Certain Scientific Railgun;2009;16+;7,6;55;Não tem;Tem;Não tem;Não tem
Taggart;1983;18+;7,3;55;Não tem;Tem;Não tem;Não tem
Call Me Kat;2021;7+;5;55;Não tem;Tem;Não tem;Não tem
My Love Story!!;2015;16+;7,8;55;Não tem;Tem;Não tem;Não tem
Digimon Adventure:;2020;0;7,4;55;Não tem;Tem;Não tem;Não tem
City Homicide;2007;16+;7,5;55;Não tem;Tem;Não tem;Não tem
Spartan: Ultimate Team Challenge;2016;7+;5,9;38;Não tem;Tem;Não tem;Não tem
